2.585926628112792969e+01,8.274826812744140625e+01
-5.675241088867187500e+01,5.574660778045654297e+00
-5.982643127441406250e+01,-7.998394966125488281e+00
2.091211891174316406e+01,8.383265686035156250e+01
-5.433159637451171875e+01,-1.014827728271484375e+01
-6.077370834350585938e+01,5.742037296295166016e+00
3.239897155761718750e+01,5.760223770141601562e+01
-5.797047042846679688e+01,-7.352063179016113281e+00
-5.733593940734863281e+00,1.850161590576171875e+02
-4.350373458862304688e+01,-2.557084083557128906e+01
-4.260182571411132812e+01,-2.687292098999023438e+01
-2.601543045043945312e+01,1.344482994079589844e+01
-5.993532943725585938e+01,-4.994136810302734375e+00
2.016187286376953125e+01,8.835791015625000000e+01
-3.529162406921386719e+00,1.608050994873046875e+02
-5.579793930053710938e+01,1.991521418094635010e-01
-5.417873001098632812e+01,4.419580936431884766e+00
2.096772956848144531e+01,8.539282226562500000e+01
-5.835970687866210938e+01,-4.799539089202880859e+00
5.303427124023437500e+01,-2.527484130859375000e+01
-1.965864944458007812e+01,1.688853149414062500e+02
2.267978858947753906e+01,8.474152374267578125e+01
-1.254539203643798828e+01,1.251439208984375000e+02
1.805541753768920898e+00,1.323998413085937500e+02
-3.193644905090332031e+01,1.588131561279296875e+02
4.445498466491699219e+00,1.485942687988281250e+02
-2.834209632873535156e+01,1.670502777099609375e+02
-2.011023330688476562e+01,1.346008300781250000e+02
-8.554125785827636719e+00,1.393657836914062500e+02
-4.019857883453369141e+00,1.493588409423828125e+02
-1.473441600799560547e+01,1.279104080200195312e+02
1.573906898498535156e+00,1.704522857666015625e+02
7.583951473236083984e+00,1.635731811523437500e+02
-1.875152969360351562e+01,1.508898162841796875e+02
2.805871725082397461e+00,1.791620483398437500e+02
2.074618530273437500e+01,7.373220062255859375e+01
-1.885404586791992188e+01,1.414102020263671875e+02
-1.480976486206054688e+01,1.454703521728515625e+02
-1.142447090148925781e+01,2.729860305786132812e+01
-1.752150154113769531e+01,1.617487945556640625e+02
-1.776334285736083984e+00,1.549359893798828125e+02
-1.054002094268798828e+01,1.392802734375000000e+02
2.918330430984497070e+00,1.676831665039062500e+02
-1.768434524536132812e+00,1.824342041015625000e+02
-2.655170249938964844e+01,1.712046966552734375e+02
2.791626930236816406e+00,1.525042572021484375e+02
-1.216435623168945312e+01,1.634642944335937500e+02
-3.889206886291503906e+00,1.737109832763671875e+02
-4.351576805114746094e+00,1.832924652099609375e+02
-3.741258382797241211e+00,1.402341003417968750e+02
-5.588167190551757812e+00,1.678413848876953125e+02
-2.725845336914062500e+01,1.609967651367187500e+02
-2.613136863708496094e+01,1.504268951416015625e+02
-1.578077077865600586e+00,1.527937011718750000e+02
-1.905675125122070312e+01,1.633006591796875000e+02
5.087060928344726562e+00,1.655911712646484375e+02
-1.485195732116699219e+01,1.740677185058593750e+02
2.163334655761718750e+01,7.961717224121093750e+01
4.547502994537353516e+00,1.772361145019531250e+02
-1.454841709136962891e+01,1.316971435546875000e+02
-1.182818317413330078e+01,1.699556579589843750e+02
-2.409575462341308594e+01,1.455151062011718750e+02
-1.495994567871093750e+00,1.249854736328125000e+02
-1.251002597808837891e+01,1.422209625244140625e+02
-1.511502838134765625e+01,1.725717010498046875e+02
4.982030868530273438e+00,1.329183654785156250e+02
-1.367455387115478516e+01,1.553382568359375000e+02
-1.226478958129882812e+01,1.345042724609375000e+02
-1.338947296142578125e+01,1.668473968505859375e+02
-7.657861709594726562e+00,1.412059326171875000e+02
-1.463121414184570312e+01,1.356558685302734375e+02
-1.622874450683593750e+01,1.497978668212890625e+02
-1.704104042053222656e+01,1.634798736572265625e+02
-1.945794486999511719e+01,1.797544860839843750e+02
-9.636254310607910156e+00,1.733670043945312500e+02
-2.289052724838256836e+00,1.769468688964843750e+02
-2.931129264831542969e+01,1.558067626953125000e+02
-1.082588958740234375e+01,1.275919876098632812e+02
-2.045046615600585938e+01,1.297719726562500000e+02
2.705880546569824219e+01,7.391820526123046875e+01
-1.181707382202148438e+01,1.564915008544921875e+02
-1.068287944793701172e+01,1.618830108642578125e+02
-9.911662101745605469e+00,1.672335510253906250e+02
-1.261242675781250000e+01,1.466571960449218750e+02
-2.930542564392089844e+01,1.459341735839843750e+02
-1.871470832824707031e+01,1.667563629150390625e+02
-1.519845867156982422e+01,1.260332107543945312e+02
-9.276735037565231323e-02,1.812562713623046875e+02
-2.679905700683593750e+01,1.630166168212890625e+02
-5.184690475463867188e+00,1.342902526855468750e+02
-7.117771148681640625e+00,1.487194519042968750e+02
-1.641967010498046875e+01,1.800717620849609375e+02
4.207793235778808594e+00,1.677049713134765625e+02
-7.022100448608398438e+00,1.302723693847656250e+02
6.527722835540771484e+00,1.758493652343750000e+02
-2.082063674926757812e+01,1.555383453369140625e+02
-4.291676521301269531e+00,1.332151947021484375e+02
-1.394397258758544922e+01,1.242534713745117188e+02
-1.165641212463378906e+01,1.384077911376953125e+02
1.075211167335510254e+00,1.797939147949218750e+02
-2.063738632202148438e+01,1.799115753173828125e+02
-2.861264419555664062e+01,1.478907318115234375e+02
-1.471933650970458984e+01,1.810449218750000000e+02
-9.874548912048339844e+00,1.635296325683593750e+02
-3.380996322631835938e+01,1.587063903808593750e+02
-2.641965866088867188e+01,1.599455261230468750e+02
-7.049438476562500000e+00,1.752379913330078125e+02
-3.000246429443359375e+01,1.585763397216796875e+02
-8.689676284790039062e+00,1.322177581787109375e+02
-1.479499435424804688e+01,1.550977020263671875e+02
-2.578320312500000000e+01,1.462095489501953125e+02
-9.510271072387695312e+00,1.782284698486328125e+02
4.890790581703186035e-01,1.757946166992187500e+02
-2.111433792114257812e+01,1.537145233154296875e+02
-1.712345123291015625e+01,1.398134918212890625e+02
-1.195833110809326172e+01,1.613273468017578125e+02
-2.935940980911254883e+00,1.753814544677734375e+02
2.740277767181396484e+00,1.259335861206054688e+02
-4.836862981319427490e-01,1.366136474609375000e+02
-4.587205410003662109e+00,1.272579421997070312e+02
